date_day,icd10_code_U07_1,icd10_code_U07_1_group_age_1,icd10_code_U07_1_group_age_2,icd10_code_U07_1_group_age_3,icd10_code_U07_1_group_age_4,icd10_code_U07_1_group_age_5
2023-02-15,NA,NA,NA,NA,NA,NA
2023-02-16,NA,NA,NA,NA,NA,NA
2023-02-17,NA,NA,NA,NA,NA,NA
2023-02-18,NA,NA,NA,NA,NA,NA
2023-02-19,NA,NA,NA,NA,NA,NA
2023-02-20,NA,NA,NA,NA,NA,NA
2023-02-21,5,NA,NA,NA,NA,NA
2023-02-22,NA,NA,NA,NA,NA,NA
2023-02-23,NA,NA,NA,NA,NA,NA
2023-02-24,6,NA,NA,NA,NA,5
2023-02-25,NA,NA,NA,NA,NA,NA
2023-02-26,NA,NA,NA,NA,NA,NA
2023-02-27,5,NA,NA,NA,NA,NA
2023-02-28,6,NA,NA,NA,NA,6
2023-03-01,NA,NA,NA,NA,NA,NA
2023-03-02,5,NA,NA,NA,NA,NA
2023-03-03,NA,NA,NA,NA,NA,NA
2023-03-04,NA,NA,NA,NA,NA,NA
2023-03-05,NA,NA,NA,NA,NA,NA
2023-03-06,NA,NA,NA,NA,NA,NA
2023-03-07,NA,NA,NA,NA,NA,NA
2023-03-08,NA,NA,NA,NA,NA,NA
2023-03-09,NA,NA,NA,NA,NA,NA
2023-03-10,NA,NA,NA,NA,NA,NA
2023-03-11,NA,NA,NA,NA,NA,NA
2023-03-12,7,NA,NA,NA,NA,NA
2023-03-13,NA,NA,NA,NA,NA,NA
2023-03-14,NA,NA,NA,NA,NA,NA
2023-03-15,8,NA,NA,NA,NA,7
2023-03-16,NA,NA,NA,NA,NA,NA
2023-03-17,8,NA,NA,NA,NA,7
2023-03-18,NA,NA,NA,NA,NA,NA
2023-03-19,NA,NA,NA,NA,NA,NA
2023-03-20,9,NA,NA,NA,NA,5
2023-03-21,NA,NA,NA,NA,NA,NA
2023-03-22,5,NA,NA,NA,NA,NA
2023-03-23,NA,NA,NA,NA,NA,NA
2023-03-24,6,NA,NA,NA,NA,5
2023-03-25,5,NA,NA,NA,NA,5
2023-03-26,NA,NA,NA,NA,NA,NA
2023-03-27,NA,NA,NA,NA,NA,NA
2023-03-28,5,NA,NA,NA,NA,NA
2023-03-29,6,NA,NA,NA,NA,6
2023-03-30,5,NA,NA,NA,NA,NA
2023-03-31,7,NA,NA,NA,NA,NA
2023-04-01,NA,NA,NA,NA,NA,NA
2023-04-02,NA,NA,NA,NA,NA,NA
2023-04-03,NA,NA,NA,NA,NA,NA
2023-04-04,NA,NA,NA,NA,NA,NA
2023-04-05,NA,NA,NA,NA,NA,NA
2023-04-06,5,NA,NA,NA,NA,5
2023-04-07,NA,NA,NA,NA,NA,NA
2023-04-08,NA,NA,NA,NA,NA,NA
2023-04-09,NA,NA,NA,NA,NA,NA
2023-04-10,NA,NA,NA,NA,NA,NA
2023-04-11,NA,NA,NA,NA,NA,NA
2023-04-12,6,NA,NA,NA,NA,5
2023-04-13,7,NA,NA,NA,NA,6
2023-04-14,NA,NA,NA,NA,NA,NA
2023-04-15,5,NA,NA,NA,NA,5
2023-04-16,NA,NA,NA,NA,NA,NA
2023-04-17,6,NA,NA,NA,NA,5
2023-04-18,NA,NA,NA,NA,NA,NA
2023-04-19,NA,NA,NA,NA,NA,NA
2023-04-20,5,NA,NA,NA,NA,NA
2023-04-21,NA,NA,NA,NA,NA,NA
2023-04-22,NA,NA,NA,NA,NA,NA
2023-04-23,NA,NA,NA,NA,NA,NA
2023-04-24,NA,NA,NA,NA,NA,NA
2023-04-25,NA,NA,NA,NA,NA,NA
2023-04-26,6,NA,NA,NA,NA,5
2023-04-27,NA,NA,NA,NA,NA,NA
2023-04-28,6,NA,NA,NA,NA,NA
2023-04-29,NA,NA,NA,NA,NA,NA
2023-04-30,NA,NA,NA,NA,NA,NA
2023-05-01,NA,NA,NA,NA,NA,NA
2023-05-02,NA,NA,NA,NA,NA,NA
2023-05-03,NA,NA,NA,NA,NA,NA
2023-05-04,NA,NA,NA,NA,NA,NA
2023-05-05,5,NA,NA,NA,NA,NA
2023-05-06,NA,NA,NA,NA,NA,NA
2023-05-07,NA,NA,NA,NA,NA,NA
2023-05-08,NA,NA,NA,NA,NA,NA
2023-05-09,NA,NA,NA,NA,NA,NA
2023-05-10,NA,NA,NA,NA,NA,NA
2023-05-11,NA,NA,NA,NA,NA,NA
2023-05-12,NA,NA,NA,NA,NA,NA
2023-05-13,NA,NA,NA,NA,NA,NA
2023-05-14,NA,NA,NA,NA,NA,NA
2023-05-15,NA,NA,NA,NA,NA,NA
2023-05-16,NA,NA,NA,NA,NA,NA
2023-05-17,NA,NA,NA,NA,NA,NA
2023-05-18,NA,NA,NA,NA,NA,NA
2023-05-19,NA,NA,NA,NA,NA,NA
2023-05-20,NA,NA,NA,NA,NA,NA
2023-05-21,NA,NA,NA,NA,NA,NA
2023-05-22,NA,NA,NA,NA,NA,NA
2023-05-23,NA,NA,NA,NA,NA,NA
2023-05-24,NA,NA,NA,NA,NA,NA
2023-05-25,NA,NA,NA,NA,NA,NA
2023-05-26,NA,NA,NA,NA,NA,NA
2023-05-27,NA,NA,NA,NA,NA,NA
2023-05-28,NA,NA,NA,NA,NA,NA
2023-05-29,NA,NA,NA,NA,NA,NA
2023-05-30,NA,NA,NA,NA,NA,NA
2023-05-31,NA,NA,NA,NA,NA,NA
2023-06-01,NA,NA,NA,NA,NA,NA
2023-06-02,NA,NA,NA,NA,NA,NA
2023-06-03,NA,NA,NA,NA,NA,NA
2023-06-04,NA,NA,NA,NA,NA,NA
2023-06-05,NA,NA,NA,NA,NA,NA
2023-06-06,NA,NA,NA,NA,NA,NA
2023-06-07,NA,NA,NA,NA,NA,NA
2023-06-08,5,NA,NA,NA,NA,NA
2023-06-09,NA,NA,NA,NA,NA,NA
2023-06-10,NA,NA,NA,NA,NA,NA
2023-06-11,NA,NA,NA,NA,NA,NA
2023-06-12,NA,NA,NA,NA,NA,NA
2023-06-13,NA,NA,NA,NA,NA,NA
2023-06-14,NA,NA,NA,NA,NA,NA
2023-06-15,NA,NA,NA,NA,NA,NA
2023-06-16,NA,NA,NA,NA,NA,NA
2023-06-17,NA,NA,NA,NA,NA,NA
2023-06-18,NA,NA,NA,NA,NA,NA
2023-06-19,NA,NA,NA,NA,NA,NA
2023-06-20,NA,NA,NA,NA,NA,NA
2023-06-21,NA,NA,NA,NA,NA,NA
2023-06-22,NA,NA,NA,NA,NA,NA
2023-06-23,NA,NA,NA,NA,NA,NA
2023-06-24,NA,NA,NA,NA,NA,NA
2023-06-25,NA,NA,NA,NA,NA,NA
2023-06-26,NA,NA,NA,NA,NA,NA
2023-06-27,NA,NA,NA,NA,NA,NA
2023-06-28,NA,NA,NA,NA,NA,NA
2023-06-29,NA,NA,NA,NA,NA,NA
2023-06-30,NA,NA,NA,NA,NA,NA
